checklist_key	checklist_scientificName	checklist_datasetKey	backbone_taxonKey	backbone_scientificName	backbone_species	backbone_genus	backbone_family	backbone_order	backbone_class	backbone_phylum	backbone_kingdom	backbone_rank	backbone_speciesKey	backbone_taxonomicStatus	backbone_acceptedKey	backbone_acceptedName	backbone_issues
141117250	Acipenser guldenstaedti	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	2402131	Acipenser güldenstaedti Brandt & Ratzeberg, 1833	Acipenser gueldenstaedtii	Acipenser	Acipenseridae	Acipenseriformes	Actinopterygii	Chordata	Animalia	SPECIES	2402129	SYNONYM	2402129	Acipenser gueldenstaedtii Brandt & Ratzeburg, 1831	NULL
141117251	Oreochromis niloticus	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	4285694	Oreochromis niloticus (Linnaeus, 1758)	Oreochromis niloticus	Oreochromis	Cichlidae	Perciformes	Actinopterygii	Chordata	Animalia	SPECIES	4285694	ACCEPTED			NULL
141117252	Pseudorasbora parva	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	2362868	Pseudorasbora parva (Temminck & Schlegel, 1846)	Pseudorasbora parva	Pseudorasbora	Cyprinidae	Cypriniformes	Actinopterygii	Chordata	Animalia	SPECIES	2362868	ACCEPTED			NULL
141117253	Umbra pygmaea	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	5203111	Umbra pygmaea (DeKay, 1842)	Umbra pygmaea	Umbra	Umbridae	Esociformes	Actinopterygii	Chordata	Animalia	SPECIES	5203111	ACCEPTED			NULL
141117254	Ctenopharyngodon idella	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	2362030	Ctenopharyngodon idella (Valenciennes, 1844)	Ctenopharyngodon idella	Ctenopharyngodon	Cyprinidae	Cypriniformes	Actinopterygii	Chordata	Animalia	SPECIES	2362030	ACCEPTED			ORIGINAL_NAME_DERIVED
141117255	Acipenser ruthenus	98940a79-2bf1-46e6-afd6-ba2e85a26f9f	2402168	Acipenser ruthenus Linnaeus, 1758	Acipenser ruthenus	Acipenser	Acipenseridae	Acipenseriformes	Actinopterygii	Chordata	Animalia	SPECIES	2402168	ACCEPTED			NULL
141264581	Nymphaea x marliacea Marliac	9ff7d317-609b-4c08-bd86-3bc404b77c42	7802465	Nymphaea marliacea Hort.Latour-Marliac	Nymphaea marliacea	Nymphaea	Nymphaeaceae	Nymphaeales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7802465	ACCEPTED			NULL
141264583	Aucuba japonica Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3033077	Aucuba japonica Thunb.	Aucuba japonica	Aucuba	Garryaceae	Garryales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3033077	ACCEPTED			NULL
141264585	Melia azedarach L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5914287	Melia azedarach L.	Melia azedarach	Melia	Meliaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5914287	ACCEPTED			NULL
141264587	Sesamum indicum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172622	Sesamum indicum L.	Sesamum indicum	Sesamum	Pedaliaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172622	ACCEPTED			NULL
141264589	Tropaeolum majus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2889934	Tropaeolum majus L.	Tropaeolum majus	Tropaeolum	Tropaeolaceae	Brassicales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2889934	ACCEPTED			NULL
141264591	Blumenbachia hieronymi Urban	9ff7d317-609b-4c08-bd86-3bc404b77c42	5646410	Blumenbachia hieronymi Urb.	Blumenbachia hieronymi	Blumenbachia	Loasaceae	Cornales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5646410	ACCEPTED			NULL
141264592	Mentzelia albicaulis (Dougl. ex Hook.) Dougl. ex Hook.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7397079	Mentzelia albicaulis Dougl. ex Hook.	Mentzelia albicaulis	Mentzelia	Loasaceae	Cornales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7397079	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141264594	Elatine alsinastrum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5646136	Elatine alsinastrum L.	Elatine alsinastrum	Elatine	Elatinaceae	Malpighiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5646136	ACCEPTED			NULL
141264596	Scaevola aemula R. Brown	9ff7d317-609b-4c08-bd86-3bc404b77c42	5569367	Scaevola aemula R.Br.	Scaevola aemula	Scaevola	Goodeniaceae	Asterales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5569367	ACCEPTED			NULL
141264598	Tarenaya hassleriana (Chodat) Iltis	9ff7d317-609b-4c08-bd86-3bc404b77c42	3872463	Tarenaya hassleriana (Chodat) Iltis	Tarenaya hassleriana	Tarenaya	Cleomaceae	Brassicales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3872463	ACCEPTED			NULL
141264600	Lindernia procumbens (Krocker) Borbás	9ff7d317-609b-4c08-bd86-3bc404b77c42	8602699	Lindernia procumbens (Krock.) Borbás	Lindernia procumbens	Lindernia	Linderniaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3171882	HETEROTYPIC_SYNONYM	3171882	Lindernia procumbens (Krock.) Philcox	ORIGINAL_NAME_DERIVED
141264601	Lindernia dubia (L.) Pennell	9ff7d317-609b-4c08-bd86-3bc404b77c42	3171888	Lindernia dubia (L.) Pennell	Lindernia dubia	Lindernia	Linderniaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3171888	ACCEPTED			ORIGINAL_NAME_DERIVED
141264603	Araucaria araucana (Molina) K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	2684984	Araucaria araucana K.Koch	Araucaria araucana	Araucaria	Araucariaceae	Pinales	Pinopsida	Tracheophyta	Plantae	SPECIES	2684984	ACCEPTED			NULL
141264605	Cercidiphyllum japonicum Siebold	9ff7d317-609b-4c08-bd86-3bc404b77c42	8060423	Cercidiphyllum japonicum Siebold & Zucc.	Cercidiphyllum japonicum	Cercidiphyllum	Cercidiphyllaceae	Saxifragales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8060423	ACCEPTED			NULL
141264607	Ruta graveolens L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3190382	Ruta graveolens L.	Ruta graveolens	Ruta	Rutaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3190382	ACCEPTED			NULL
141264608	Skimmia japonica Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7740617	Skimmia japonica Thunb.	Skimmia japonica	Skimmia	Rutaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7740617	ACCEPTED			NULL
141264609	Citrus aurantium L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8077391	Citrus aurantium L.	Citrus aurantium	Citrus	Rutaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8077391	ACCEPTED			NULL
141264610	Ptelea trifoliata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3190411	Ptelea trifoliata L.	Ptelea trifoliata	Ptelea	Rutaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3190411	ACCEPTED			NULL
141264612	Athyrium niponicum (Mett.) Hance	9ff7d317-609b-4c08-bd86-3bc404b77c42	7125894	Athyrium niponicum (Mett) Hance	Anisocampium niponicum	Anisocampium	Athyriaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	8241853	SYNONYM	8241853	Anisocampium niponicum (Mett.) Yea C.Liu, W.L.Chiou & M.Kato	ORIGINAL_NAME_DERIVED
141264614	Begonia x semperflorens hort.	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141264616	Andrachne telephioides L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3079631	Andrachne telephioides L.	Andrachne telephioides	Andrachne	Phyllanthaceae	Malpighiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3079631	ACCEPTED			NULL
141264617	Phyllanthus tenellus Roxb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5381097	Phyllanthus tenellus Roxb.	Phyllanthus tenellus	Phyllanthus	Phyllanthaceae	Malpighiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5381097	ACCEPTED			NULL
141264619	Thalia dealbata Fraser	9ff7d317-609b-4c08-bd86-3bc404b77c42	5303040	Thalia dealbata Fras.	Thalia dealbata	Thalia	Marantaceae	Zingiberales	Liliopsida	Tracheophyta	Plantae	SPECIES	5303040	ACCEPTED			NULL
141264621	Echinopsis silvestrii Spegazz.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5621983	Echinopsis silvestrii Speg.	Echinopsis albispinosa	Echinopsis	Cactaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7282357	SYNONYM	7282357	Echinopsis albispinosa K.Schum.	NULL
141264623	Azolla filiculoides Lam.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2650107	Azolla filiculoides Lam.	Azolla filiculoides	Azolla	Salviniaceae	Salviniales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	2650107	ACCEPTED			NULL
141264624	Salvinia auriculata Aubl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5274861	Salvinia auriculata Aubl.	Salvinia auriculata	Salvinia	Salviniaceae	Salviniales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	5274861	ACCEPTED			NULL
141264625	Salvinia natans (L.) All.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5274858	Salvinia natans (L.) All.	Salvinia natans	Salvinia	Salviniaceae	Salviniales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	5274858	ACCEPTED			ORIGINAL_NAME_DERIVED
141264627	Liquidambar styraciflua L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3152824	Liquidambar styraciflua L.	Liquidambar styraciflua	Liquidambar	Altingiaceae	Saxifragales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3152824	ACCEPTED			NULL
141264629	Armeria arenaria (Pers.) Schult.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7136543	Armeria arenaria Schult.	Armeria arenaria	Armeria	Plumbaginaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7136543	ACCEPTED			NULL
141264630	Limonium sinuatum (L.) Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3082297	Limonium sinuatum Mill.	Limonium sinuatum	Limonium	Plumbaginaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3082297	ACCEPTED			NULL
141264631	Armeria maritima Willd. subsp. elongata (Hoffmann) Bonnier	9ff7d317-609b-4c08-bd86-3bc404b77c42	4090836	Armeria maritima subsp. elongata (Hoffm.) Bonnier	Armeria maritima	Armeria	Plumbaginaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	8930531	ACCEPTED			NAME_PARENT_MISMATCH
141264633	Typha x provincialis A. Camus	9ff7d317-609b-4c08-bd86-3bc404b77c42	5289490	Typha provincialis A.Camus	Typha provincialis	Typha	Typhaceae	Poales	Liliopsida	Tracheophyta	Plantae	SPECIES	5289490	ACCEPTED			NULL
141264634	Typha minima Funck	9ff7d317-609b-4c08-bd86-3bc404b77c42	5289492	Typha minima Funck	Typha minima	Typha	Typhaceae	Poales	Liliopsida	Tracheophyta	Plantae	SPECIES	5289492	ACCEPTED			NULL
141264635	Typha laxmannii Lepech.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5289503	Typha laxmannii Lepech.	Typha laxmannii	Typha	Typhaceae	Poales	Liliopsida	Tracheophyta	Plantae	SPECIES	5289503	ACCEPTED			NULL
141264637	Sagittaria latifolia Willd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5328909	Sagittaria latifolia Willd.	Sagittaria latifolia	Sagittaria	Alismataceae	Alismatales	Liliopsida	Tracheophyta	Plantae	SPECIES	5328909	ACCEPTED			NULL
141264639	Myriophyllum heterophyllum Michaux	9ff7d317-609b-4c08-bd86-3bc404b77c42	5361762	Myriophyllum heterophyllum Michx.	Myriophyllum heterophyllum	Myriophyllum	Haloragaceae	Saxifragales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5361762	ACCEPTED			NULL
141264640	Myriophyllum aquaticum (Velloso) Verdc.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5361785	Myriophyllum aquaticum Verdc.	Myriophyllum aquaticum	Myriophyllum	Haloragaceae	Saxifragales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5361785	ACCEPTED			NULL
141264642	Canna x generalis L.H. Bailey	9ff7d317-609b-4c08-bd86-3bc404b77c42	5602664	Canna generalis L.H.Bailey	Canna generalis	Canna	Cannaceae	Zingiberales	Liliopsida	Tracheophyta	Plantae	SPECIES	5602664	ACCEPTED			NULL
141264644	Periploca graeca L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5414545	Periploca graeca L.	Periploca graeca	Periploca	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5414545	ACCEPTED			NULL
141264645	Gomphocarpus fruticosus (L.) W.T.Aiton	9ff7d317-609b-4c08-bd86-3bc404b77c42	7150619	Gomphocarpus fruticosus (L.) Ait.	Gomphocarpus fruticosus	Gomphocarpus	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7150619	ACCEPTED			ORIGINAL_NAME_DERIVED
141264646	Asclepias syriaca L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3170247	Asclepias syriaca L.	Asclepias syriaca	Asclepias	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3170247	ACCEPTED			NULL
141264647	Vincetoxicum rossicum (Kleopow) Barbar.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5414550	Vincetoxicum rossicum (Kleop.) Barbar.	Vincetoxicum rossicum	Vincetoxicum	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5414550	ACCEPTED			ORIGINAL_NAME_DERIVED
141264648	Asclepias incarnata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3170266	Asclepias incarnata L.	Asclepias incarnata	Asclepias	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3170266	ACCEPTED			NULL
141264649	Vinca major L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3169708	Vinca major L.	Vinca major	Vinca	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3169708	ACCEPTED			NULL
141264650	Vincetoxicum nigrum (L.) Moench	9ff7d317-609b-4c08-bd86-3bc404b77c42	5414551	Vincetoxicum nigrum Moench	Vincetoxicum nigrum	Vincetoxicum	Apocynaceae	Gentianales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5414551	ACCEPTED			NULL
141264652	Clethra alnifolia L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2888323	Clethra alnifolia L.	Clethra alnifolia	Clethra	Clethraceae	Ericales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2888323	ACCEPTED			NULL
141264654	Gleditsia triacanthos L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2959443	Gleditsia triacanthos L.	Gleditsia triacanthos	Gleditsia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2959443	ACCEPTED			NULL
141264655	Senna obtusifolia (L.) Irwin & Barneby	9ff7d317-609b-4c08-bd86-3bc404b77c42	2957408	Senna obtusifolia (L.) H.S.Irwin & Barneby	Senna obtusifolia	Senna	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2957408	ACCEPTED			NULL
141264656	Senna occidentalis (L.) Link	9ff7d317-609b-4c08-bd86-3bc404b77c42	2957966	Senna occidentalis (L.) Link	Senna occidentalis	Senna	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2957966	ACCEPTED			NULL
141264659	Catalpa bignonioides Walter	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172615	Catalpa bignonioides Walter	Catalpa bignonioides	Catalpa	Bignoniaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172615	ACCEPTED			NULL
141264660	Catalpa x erubescens Carr.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4926977	Catalpa erubescens Carrière	Catalpa erubescens	Catalpa	Bignoniaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	4926977	ACCEPTED			NULL
141264661	Catalpa ovata G. Don	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172613	Catalpa ovata G.Don	Catalpa ovata	Catalpa	Bignoniaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172613	ACCEPTED			NULL
141264663	Zelkova serrata (Thunb.) Makino	9ff7d317-609b-4c08-bd86-3bc404b77c42	2984532	Zelkova serrata Makino	Zelkova serrata	Zelkova	Ulmaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2984532	ACCEPTED			NULL
141264665	Ephedra distachya L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2653321	Ephedra distachya L.	Ephedra distachya	Ephedra	Ephedraceae	Ephedrales	Gnetopsida	Tracheophyta	Plantae	SPECIES	2653321	ACCEPTED			NULL
141264666	Ephedra saxatalis (Stapf) Royle subsp. sikkimensis (Stapf) Florin	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141264668	Cabomba caroliniana A. Gray	9ff7d317-609b-4c08-bd86-3bc404b77c42	2882443	Cabomba caroliniana A.Gray	Cabomba caroliniana	Cabomba	Cabombaceae	Nymphaeales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2882443	ACCEPTED			NULL
141264670	Selaginella kraussiana (Kunze) A. Braun	9ff7d317-609b-4c08-bd86-3bc404b77c42	2688189	Selaginella kraussiana (Kunze) A.Braun	Selaginella kraussiana	Selaginella	Selaginellaceae	Selaginellales	Lycopodiopsida	Tracheophyta	Plantae	SPECIES	2688189	ACCEPTED			NULL
141264672	Morus alba L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5361889	Morus alba L.	Morus alba	Morus	Moraceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5361889	ACCEPTED			NULL
141264673	Morus nigra L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5361888	Morus nigra L.	Morus nigra	Morus	Moraceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5361888	ACCEPTED			NULL
141264674	Broussonetia papyrifera (L.) Vent.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5361944	Broussonetia papyrifera Vent.	Broussonetia papyrifera	Broussonetia	Moraceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5361944	ACCEPTED			NULL
141264675	Ficus carica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5361909	Ficus carica L.	Ficus carica	Ficus	Moraceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5361909	ACCEPTED			NULL
141264677	Ginkgo biloba L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2687885	Ginkgo biloba L.	Ginkgo biloba	Ginkgo	Ginkgoaceae	Ginkgoales	Ginkgoopsida	Tracheophyta	Plantae	SPECIES	2687885	ACCEPTED			NULL
141264679	Actinidia deliciosa (Chevalier) C.S. Liang & A.R. Ferguson	9ff7d317-609b-4c08-bd86-3bc404b77c42	7270761	Actinidia deliciosa (Chev.) C.F.Liang & A.R.Ferguson	Actinidia chinensis	Actinidia	Actinidiaceae	Ericales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189694	SYNONYM	3644922	Actinidia chinensis var. hispida C.F.Liang	NULL
141264681	Onoclea sensibilis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2650903	Onoclea sensibilis L.	Onoclea sensibilis	Onoclea	Onocleaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	2650903	ACCEPTED			NULL
141264683	Pachysandra terminalis Siebold & Zucc.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2984676	Pachysandra terminalis Siebold & Zucc.	Pachysandra terminalis	Pachysandra	Buxaceae	Buxales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2984676	ACCEPTED			NULL
141264685	Tamarix parviflora DC.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2874706	Tamarix parviflora DC.	Tamarix parviflora	Tamarix	Tamaricaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2874706	ACCEPTED			NULL
141264686	Tamarix canariensis Willd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2874701	Tamarix canariensis Willd.	Tamarix canariensis	Tamarix	Tamaricaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2874701	ACCEPTED			NULL
141264688	Tamarix gallica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8380575	Tamarix gallica L.	Tamarix gallica	Tamarix	Tamaricaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8380575	ACCEPTED			NULL
141264690	Frankenia pulverulenta L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2874692	Frankenia pulverulenta L.	Frankenia pulverulenta	Frankenia	Frankeniaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2874692	ACCEPTED			NULL
141264691	Prunus domestica L. subsp. syriaca (Borkh.) Jancken ex Mansf.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8132203	Prunus domestica subsp. syriaca (Borkh.) Janch. ex Mansf.	Prunus domestica	Prunus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	7931731	ACCEPTED			NAME_PARENT_MISMATCH
141264692	Dicentra formosa (Haw.) Walp.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2888553	Dicentra formosa Walp.	Dicentra formosa	Dicentra	Papaveraceae	Ranunculales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2888553	ACCEPTED			NULL
141264694	Equisetum scirpoides Michaux	9ff7d317-609b-4c08-bd86-3bc404b77c42	2687948	Equisetum scirpoides Michx.	Equisetum scirpoides	Equisetum	Equisetaceae	Equisetales	Equisetopsida	Tracheophyta	Plantae	SPECIES	2687948	ACCEPTED			NULL
141264695	Equisetum hyemale L. subsp. affine (Engelm.) Calder & R.L. Taylor	9ff7d317-609b-4c08-bd86-3bc404b77c42	6387033	Equisetum hyemale subsp. affine (Engelm.) Calder & Roy L.Taylor	Equisetum hyemale	Equisetum	Equisetaceae	Equisetales	Equisetopsida	Tracheophyta	Plantae	SUBSPECIES	2687927	ACCEPTED			NAME_PARENT_MISMATCH
141264697	Acorus calamus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2873769	Acorus calamus L.	Acorus calamus	Acorus	Acoraceae	Acorales	Liliopsida	Tracheophyta	Plantae	SPECIES	2873769	ACCEPTED			NULL
141264699	Viola cornuta L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7628663	Viola cornuta L.	Viola cornuta	Viola	Violaceae	Malpighiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7628663	ACCEPTED			NULL
141264700	Viola x wittrockiana Gams ex Kappert	9ff7d317-609b-4c08-bd86-3bc404b77c42	7901652	Viola ×wittrockiana Kappert	Viola wittrockiana	Viola	Violaceae	Malpighiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7901652	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141264702	Tuberaria guttata (L.) Fourr.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2874024	Tuberaria guttata (L.) Fourr.	Tuberaria guttata	Tuberaria	Cistaceae	Malvales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2874024	ACCEPTED			NULL
141264703	Halimium alyssoides (Lam.) K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	7331240	Halimium alyssoides K.Koch	Halimium alyssoides	Cistus	Cistaceae	Malvales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7331240	ACCEPTED			NAME_PARENT_MISMATCH
141264705	Persea americana Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3034046	Persea americana Mill.	Persea americana	Persea	Lauraceae	Laurales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3034046	ACCEPTED			NULL
141264706	Laurus nobilis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3034015	Laurus nobilis L.	Laurus nobilis	Laurus	Lauraceae	Laurales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3034015	ACCEPTED			NULL
141264708	Smilax aspera L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5295044	Smilax aspera L.	Smilax aspera	Smilax	Smilacaceae	Liliales	Liliopsida	Tracheophyta	Plantae	SPECIES	5295044	ACCEPTED			NULL
141264709	Smilax rotundifolia L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5295375	Smilax rotundifolia L.	Smilax rotundifolia	Smilax	Smilacaceae	Liliales	Liliopsida	Tracheophyta	Plantae	SPECIES	5295375	ACCEPTED			NULL
141264711	Acanthus spinosus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415453	Acanthus spinosus L.	Acanthus spinosus	Acanthus	Acanthaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415453	ACCEPTED			NULL
141264712	Acanthus mollis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415455	Acanthus mollis L.	Acanthus mollis	Acanthus	Acanthaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415455	ACCEPTED			NULL
141264714	Glinus lotoides L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084616	Glinus lotoides L.	Glinus lotoides	Glinus	Molluginaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084616	ACCEPTED			NULL
141264715	Mollugo verticillata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084611	Mollugo verticillata L.	Mollugo verticillata	Mollugo	Molluginaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084611	ACCEPTED			NULL
141264717	Ilex x meserveae S.Y. Hu	9ff7d317-609b-4c08-bd86-3bc404b77c42	5533814	Ilex ×meserveae S.Y.Hu	Ilex meserveae	Ilex	Aquifoliaceae	Aquifoliales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5533814	ACCEPTED			NULL
141264718	Ilex crenata Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5414239	Ilex crenata Thunb.	Ilex crenata	Ilex	Aquifoliaceae	Aquifoliales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5414239	ACCEPTED			NULL
141264719	Ilex x altaclerensis	9ff7d317-609b-4c08-bd86-3bc404b77c42	5930559	Ilex ×altaclerensis (Loudon) Dallim.	Ilex altaclerensis	Ilex	Aquifoliaceae	Aquifoliales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5930559	ACCEPTED			NULL
141264721	Lythrum acutangulum Lag.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3989886	Lythrum acutangulum Lag.	Lythrum acutangulum	Lythrum	Lythraceae	Myrtales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3989886	ACCEPTED			NULL
141264722	Lythrum virgatum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3188735	Lythrum virgatum L.	Lythrum virgatum	Lythrum	Lythraceae	Myrtales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3188735	ACCEPTED			NULL
